timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-18T15:54:43,polyp_app_squeeze_excite_unet,5a59063a-b368-4e11-8a6d-e954650c1495,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5198007509998206,4.39938249258756e-06,2.8947100399136988e-06,4.500889056,4.935672966805577,10.0,1.2690978635995105e-06,2.0788905519993073e-06,2.8184394916668985e-06,6.166427907265716e-06,0.0,India,IND,karnataka,,,Linux-6.17.0-29-generic-x86_64-with-glibc2.39,3.12.13,3.2.8,16,AMD Ryzen 7 7435HS,1,1 x NVIDIA GeForce RTX 2050,77.591,12.9753,15.436344146728516,machine,0,0,0,0,N,1.0,0.0
