image_id,reason,value
cju2saez63gxl08559ucjq3kt,darkest_image,45.367310276300486
cju3ykamdj9u208503pygyuc8,brightest_image,146.8052486068279
cju0roawvklrq0799vmjorwfv,low_contrast,57.703780969453476
cju0rx1idathl0835detmsp84,low_contrast,56.99780220805686
cju16d65tzw9d0799ouslsw25,low_contrast,55.61398656417864
cju14pxbaoksp0835qzorx6g6,high_blur,503.1551890225142
cju1dhfok4mhe0878jlgrag0h,high_blur,498.47391189688386
cju1ejj7dvqfa0835ra184v5m,high_blur,661.0540869607645
